RTlexdec,RTnaming,Word,Familiarity,AgeSubject,WordCategory,WrittenFrequency,WrittenSpokenFrequencyRatio,FamilySize,DerivationalEntropy,InflectionalEntropy,NumberSimplexSynsets,NumberComplexSynsets,LengthInLetters,Ncount,MeanBigramFrequency,FrequencyInitialDiphone,ConspelV,ConspelN,ConphonV,ConphonN,ConfriendsV,ConfriendsN,ConffV,ConffN,ConfbV,ConfbN,NounFrequency,VerbFrequency,CV,Obstruent,Frication,Voice,FrequencyInitialDiphoneWord,FrequencyInitialDiphoneSyllable,CorrectLexdec
6.377305012,6.119857762,wire,3.97,young,N,6.448889394,0.89128943,2.833213344,0.76364,1.10521,2.302585093,3.091042453,4,14,8.733482,12.40131,12,5.631211782,14,5.634789603,12,5.631211782,0,0,1.098612289,0.693147181,790,80,C,cont,short,voiced,10.9563351,11.16600281,29
6.328704346,6.194813471,sword,3,young,N,5.472270674,1.246897849,2.48490665,0.53886,0.76552,0.693147181,2.708050201,5,2,8.719154,9.8176,6,6.021023349,20,6.238324625,5,4.927253685,0.693147181,5.616771098,2.772588722,5.926926026,305,0,C,obst,frication,voiceless,10.46555747,10.58405595,28
6.346127468,6.12293131,wine,4.37,young,N,7.180831199,0.163325056,2.197224577,0.07718,0.38794,1.386294361,3.761200116,4,18,8.916928,12.40131,20,6.582025139,23,6.726233402,20,6.582025139,0,0,1.386294361,4.727387819,1421,0,C,cont,short,voiced,10.9563351,11.16600281,29
6.462592544,6.187647917,flask,3.52,young,N,4.343805422,0.423814247,1.386294361,0.17596,0.57464,1.098612289,1.945910149,5,2,8.613249,10.59918,6,5.327876169,9,5.332718793,6,5.327876169,0,0,1.386294361,0.693147181,88,0,C,obst,frication,voiceless,10.4256388,10.93214222,29
6.354196113,6.131661178,bomb,4.4,young,N,6.285998095,0.770957744,2.890371758,0.76653,1.61173,1.945910149,3.610917913,4,3,8.161718,11.85622,4,4.007333185,9,4.624972813,1,3.610917913,1.386294361,2.944438979,2.197224577,4.189654742,737,225,C,obst,burst,voiced,9.880116566,10.25751901,29
6.527329065,6.182291497,blight,2.13,young,N,4.158883083,2.184802057,1.386294361,0.48391,1.2123,1.386294361,3.526360525,6,4,9.238104,11.84506,18,7.825245291,33,8.143517406,18,7.825245291,0,0,2.772588722,6.844815479,61,33,C,obst,burst,voiced,10.99988071,11.70969219,21
6.300106665,6.134265346,egg,4.73,young,N,6.495265556,-0.346349921,2.48490665,0.33114,0.9855,1.791759469,3.526360525,3,1,6.711259,10.88027,1,2.564949357,3,3.784189634,0,0,0,0,1.098612289,3.465735903,1540,0,V,cont,short,voiced,7.382124366,7.387090236,30
6.703838209,6.184355055,writ,2.23,young,N,4.158883083,1.086189769,0.693147181,0,0.42623,0.693147181,2.48490665,4,2,8.350562,9.85619,23,9.132378831,25,9.132378831,23,9.132378831,0,0,1.098612289,0,69,0,C,cont,short,voiced,12.11539273,12.93661676,17
6.427361862,6.131878451,wing,3.93,young,N,6.37331979,1.428824298,2.944438979,1.49779,1.10137,2.302585093,3.044522438,4,9,8.995045,12.40131,19,6.774223886,19,6.774223886,19,6.774223886,0,0,0,0,1036,28,C,cont,short,voiced,12.71621003,12.84407174,28
6.302179319,6.118977867,wife,4.87,young,N,8.236950048,1.159958452,2.079441542,0.35178,0.60911,0.693147181,1.098612289,4,9,8.322855,12.40131,0,0,0,0,0,0,0,0,0,0,4442,0,C,cont,short,voiced,10.9563351,11.16600281,29
6.519501208,6.133398043,buck,4.03,young,N,4.442651256,0.271345653,2.302585093,0.65936,1.64376,2.302585093,1.791759469,4,14,8.083297,11.86562,14,5.493061443,14,5.493061443,14,5.493061443,0,0,0,0,170,59,C,obst,burst,voiced,11.61771782,11.69964567,29
6.640529215,6.24881627,gourd,2.37,young,N,2.197224577,0.916290732,0.693147181,0,0.90438,1.386294361,2.708050201,5,0,8.843753,11.57069,1,1.098612289,20,6.238324625,1,1.098612289,0,0,2.995732274,6.234410726,25,0,C,obst,burst,voiced,3.988984047,4.025351691,16
6.38399638,6.141822329,kit,3.27,young,N,5.030437921,-0.513175801,1.386294361,0.32475,0.59991,1.609437912,2.564949357,3,12,7.235392,11.28078,23,9.132378831,25,9.132378831,22,9.132162591,0,0,1.098612289,0,178,0,C,obst,burst,voiceless,9.848608891,10.8293325,28
6.408364033,6.093795478,inch,5.1,young,N,6.079933195,-0.029314388,1.098612289,0,1.16316,1.386294361,1.945910149,4,1,8.844925,14.18403,7,3.951243719,8,3.951243719,7,3.951243719,0,0,0.693147181,0,1079,41,V,cont,short,voiced,13.15094695,13.23782728,30
6.611220806,6.159306783,gait,2.2,young,N,3.871201011,1.203972804,0.693147181,0,0.50952,1.386294361,0,4,3,8.297568,11.36615,6,4.727387819,31,7.865187954,6,4.727387819,0,0,3.258096538,7.821242084,53,0,C,obst,burst,voiced,9.497247144,10.0038305,18
6.447686139,6.116333529,bust,3.93,young,N,4.663439094,-0.446136148,1.945910149,0.64545,1.54127,2.302585093,0.693147181,4,11,8.549246,11.86562,10,7.628031127,11,7.628031127,10,7.628031127,0,0,0.693147181,0,103,56,C,obst,burst,voiced,11.61771782,11.69964567,29
6.359798757,6.119857762,breeze,3.9,young,N,5.257495372,1.673976434,2.079441542,0.53074,0.64397,1.098612289,2.079441542,6,2,8.5864,10.9819,5,3.465735903,30,7.622663951,5,3.465735903,0,0,3.258096538,7.607381426,207,9,C,obst,burst,voiced,11.06810603,11.39766051,30
6.613437908,6.224558429,coupe,2.63,young,N,2.564949357,1.284015512,1.098612289,0,0.81128,0.693147181,0,5,0,9.131136,12.86473,0,0,0,0,0,0,0,0,0,0,16,0,C,obst,burst,voiceless,8.364973978,8.476996002,26
6.224558429,6.121834698,key,5.5,young,N,7.156176637,0.382181349,3.135494216,0.64646,0.76992,2.833213344,3.044522438,3,4,7.070964,12.17537,8,8.225235324,38,10.13281196,0,0,2.079441542,8.201385955,3.63758616,10.12930752,1573,16,C,obst,burst,voiceless,9.603935308,9.63939179,30
6.349383717,6.158249365,boil,4.23,young,N,5.855071922,0.566804892,2.197224577,0.47159,1.75971,2.079441542,2.079441542,4,6,8.159617,11.85622,9,5.267858159,10,5.267858159,9,5.267858159,0,0,0.693147181,0,172,768,C,obst,burst,voiced,9.113388846,9.204925739,29
6.320768294,6.189700463,throat,4.63,young,N,6.647688374,0.596069904,2.197224577,0.28054,0.50861,1.386294361,2.197224577,6,1,9.659418,14.65437,12,5.220355825,23,6.37331979,12,5.220355825,0,0,2.48490665,5.996452089,868,0,C,obst,frication,voiceless,10.58784623,10.6498674,25
6.316297885,6.129485845,guest,4.2,young,N,6.079933195,1.707956896,1.791759469,0.04891,0.9767,1.386294361,1.386294361,5,2,8.710521,10.6147,1,3.688879454,18,6.97354302,1,3.688879454,0,0,2.890371758,6.936342736,1075,0,C,obst,burst,voiced,11.16484208,11.67415106,29
6.35048424,6.104123365,lamb,3.47,young,N,5.583496309,-0.219226114,1.945910149,0.14194,1.03608,1.791759469,2.63905733,4,3,7.993825,12.44231,2,2.079441542,23,5.789960171,2,2.079441542,0,0,3.091042453,5.768320996,374,11,C,cont,short,voiced,9.963264757,10.55602105,30
6.586737012,6.124245658,bout,2.87,young,N,4.672828834,2.698747808,1.098612289,0.05592,0.90012,1.386294361,0.693147181,4,7,8.6122,11.85622,16,7.6666902,18,7.719129841,16,7.6666902,0,0,1.098612289,4.753590191,155,0,C,obst,burst,voiced,10.63804056,11.38038786,17
6.425614289,6.131878451,lame,3.97,young,N,4.369447852,2.395366826,1.791759469,0.72601,0.38027,1.791759469,0.693147181,4,14,8.380593,12.44231,12,7.552237288,15,7.620705087,12,7.552237288,0,0,1.386294361,4.912654886,3,9,C,cont,short,voiced,10.27093922,10.37211524,28
6.600604923,6.151455283,boar,2.43,young,N,3.610917913,0.384073918,0.693147181,0,0.68404,1.098612289,1.098612289,4,6,8.197267,11.85622,5,2.708050201,38,9.775824621,5,2.708050201,0,0,3.526360525,9.775028986,44,0,C,obst,burst,voiced,9.260653186,9.702166646,28
6.328668659,6.134048591,boat,4,young,N,6.908754779,0.46303496,3.688879454,1.11863,0.94869,1.386294361,3.526360525,4,7,8.254577,11.85622,12,5.220355825,23,6.37331979,12,5.220355825,0,0,2.48490665,5.996452089,1368,23,C,obst,burst,voiced,9.809616337,9.957170489,29
6.429542043,6.175659348,tail,4.47,young,N,6.349138991,0.493494167,3.36729583,1.89302,0.97278,2.397895273,2.995732274,4,11,8.693061,12.49891,19,5.455321115,40,6.188264123,19,5.455321115,0,0,3.091042453,5.537334267,640,77,C,obst,burst,voiceless,10.93103339,11.5173855,27
6.431331082,6.173994416,pail,2.53,young,N,3.891820298,0.531444911,1.386294361,0.30851,0.79186,1.098612289,1.098612289,4,12,8.348352,12.00343,19,5.455321115,40,6.188264123,19,5.455321115,0,0,3.091042453,5.537334267,63,0,C,obst,burst,voiceless,10.2722541,10.76663064,28
6.351688187,6.160151913,stove,4.47,young,N,5.703782475,1.7837913,1.609437912,0.18004,0.70085,1.098612289,2.197224577,5,6,9.359891,13.30069,17,6.359573869,13,4.700480366,12,4.691347882,1.791759469,6.152732695,0.693147181,0.693147181,364,0,C,obst,frication,voiceless,12.42202641,13.1273947,24
6.58284198,6.15634319,pleat,2.7,young,N,1.609437912,-1.057790294,1.098612289,0,1.68304,1.098612289,1.945910149,5,3,9.280339,11.92678,18,7.02464903,28,7.127693699,14,5.976350909,1.609437912,6.59441346,2.708050201,6.748759547,15,24,C,obst,burst,voiceless,11.79633593,12.16309207,17
6.22548869,6.171282974,pain,4.9,young,N,7.211556733,0.667932699,2.197224577,1.08691,0.59636,2.079441542,1.945910149,4,8,8.635337,12.00343,22,6.52649486,43,6.793466133,22,6.52649486,0,0,3.091042453,5.347107531,1505,27,C,obst,burst,voiceless,10.2722541,10.76663064,30
6.465366817,6.176490776,comb,4.67,young,N,4.615120517,-0.033109159,2.48490665,0.62795,1.82452,2.302585093,1.609437912,4,3,8.315881,12.86473,4,4.007333185,11,6.428105273,1,1.945910149,1.386294361,3.891820298,2.397895273,6.418364936,96,159,C,obst,burst,voiceless,9.655474811,10.1015184,26
6.405063155,6.197054939,stone,4.23,young,N,7.341483852,0.92475157,4.043051268,1.87459,0.99482,2.397895273,3.784189634,5,6,9.618957,13.30069,19,8.343315881,29,7.390181428,15,5.659482216,1.609437912,8.272826004,2.708050201,7.195937226,2103,107,C,obst,frication,voiceless,12.42202641,13.1273947,30
6.252963052,6.077412859,lamp,5.17,young,N,5.945420609,0.857824273,2.772588722,0.97923,0.9675,1.098612289,3.688879454,4,9,8.131352,12.44231,13,4.905274778,12,4.86753445,12,4.86753445,0.693147181,1.791759469,0,0,629,0,C,cont,short,voiced,9.963264757,10.55602105,29
6.363355636,6.171074096,sleeve,4.7,young,N,5.135798437,0.271345653,1.609437912,0.53002,0.99772,1.098612289,1.945910149,6,0,9.421486,10.60569,3,2.48490665,10,5.488937726,3,2.48490665,0,0,2.079441542,5.442417711,320,0,C,obst,frication,voiceless,10.08008442,10.22168671,27
6.35257713,6.20617262,space,5.1,young,N,7.723120092,0.76886298,3.135494216,0.82845,0.49954,2.48490665,3.713572067,5,4,8.939154,11.50982,12,7.224024808,17,7.556427969,12,7.224024808,0,0,1.791759469,6.295266001,2407,64,C,obst,frication,voiceless,12.0300512,12.4928443,29
6.55879337,6.216606101,cusp,2.13,young,N,1.098612289,-0.182321557,0.693147181,0,0.9183,1.386294361,0,4,1,8.123865,11.18774,1,1.098612289,1,1.098612289,1,1.098612289,0,0,0,0,3,0,C,obst,burst,voiceless,11.32661998,11.88135307,19
6.328293863,6.114787763,pair,4.9,young,N,6.898714534,-0.410497831,1.098612289,0,0.9025,1.945910149,2.48490665,4,5,8.296155,12.00343,8,6.411818268,40,8.943897803,8,6.411818268,0,0,3.496507561,8.861208337,1201,50,C,obst,burst,voiceless,9.136909094,9.971099471,30
6.557914075,6.12293131,shawl,2.93,young,N,4.442651256,1.77542305,0.693147181,0,0.80039,0.693147181,0.693147181,5,1,8.529018,12.41582,10,3.091042453,27,8.394121194,10,3.091042453,0,0,2.890371758,8.38935982,111,0,C,obst,frication,voiceless,9.617936541,9.979105099,25
6.472114428,6.174202684,stork,2.27,young,N,2.63905733,0.259511195,0.693147181,0,0.93407,0.693147181,2.079441542,5,3,9.317373,13.30069,5,6.677083461,6,3.828641396,4,3.526360525,0.693147181,6.634633358,1.098612289,2.564949357,20,0,C,obst,frication,voiceless,12.42202641,13.1273947,27
6.316803611,6.141607206,storm,4.2,young,N,6.22059017,2.167067602,3.258096538,1.36167,1.22683,2.197224577,3.258096538,5,1,9.369262,13.30069,5,6.018593214,6,6.167516491,4,6.008813185,0.693147181,1.609437912,1.098612289,4.262679877,537,144,C,obst,frication,voiceless,12.42202641,13.1273947,30
6.411391247,6.091988385,shack,3.17,young,N,4.418840608,0.36531804,0.693147181,0,0.88742,1.386294361,0.693147181,5,9,9.122007,12.41582,22,7.330405212,28,7.33171497,22,7.330405212,0,0,1.945910149,1.098612289,118,0,C,obst,frication,voiceless,8.871084264,8.962391702,23
6.402530607,6.158672466,prince,3.43,young,N,6.385194399,0.870154049,1.609437912,0.96813,0.6084,0.693147181,1.386294361,6,1,9.662101,12.19724,5,6.499787041,6,6.508769137,5,6.499787041,0,0,0.693147181,1.945910149,696,0,C,obst,burst,voiceless,11.99156668,12.43677158,30
6.341275991,6.10880304,knight,3.21,young,N,4.8978398,0.572383517,1.945910149,0.67168,1.2881,1.609437912,2.079441542,6,0,8.748192,10.87338,18,7.825245291,33,8.143517406,18,7.825245291,0,0,2.772588722,6.844815479,235,16,C,cont,short,voiced,9.970257956,10.82629699,29
6.602655732,6.222774661,coup,2.7,young,N,4.804021045,2.424474911,0.693147181,0,0.70839,1.098612289,2.079441542,4,2,8.573815,12.86473,4,6.018593214,66,10.59975486,1,1.609437912,1.386294361,6.008813185,4.189654742,10.59965517,150,0,C,obst,burst,voiceless,8.364973978,8.476996002,22
6.488155749,6.168354714,stub,3.3,young,N,3.33220451,0.664976304,1.386294361,0.86882,1.93984,1.945910149,1.609437912,4,4,8.272363,13.30069,16,5.283203729,16,5.283203729,16,5.283203729,0,0,0,0,46,47,C,obst,frication,voiceless,12.42202641,13.1273947,26
6.282883379,6.178980921,coin,4.73,young,N,4.94875989,0.084307106,1.609437912,0.36835,1.50698,1.386294361,2.397895273,4,6,8.600765,12.86473,4,4.394449155,4,4.394449155,4,4.394449155,0,0,0,0,309,56,C,obst,burst,voiceless,6.583409222,6.775366091,30
6.33624149,6.137078896,coal,3.07,young,N,6.637258031,0.637825315,2.995732274,0.98864,0.35056,1.791759469,3.218875825,4,6,8.342766,12.86473,4,4.553876892,30,6.637258031,4,4.553876892,0,0,3.295836866,6.50578406,799,16,C,obst,burst,voiceless,9.655474811,10.1015184,30
6.459747948,6.143112097,stud,4.47,young,N,3.663561646,-0.182321557,1.945910149,0.25651,1.56328,2.079441542,1.609437912,4,4,8.277149,13.30069,8,3.988984047,10,5.267858159,8,3.988984047,0,0,1.098612289,4.94875989,69,59,C,obst,frication,voiceless,12.42202641,13.1273947,29
6.449110889,6.226141334,flight,4.37,young,N,6.925595197,2.24346397,1.945910149,0.17812,0.69479,2.564949357,3.091042453,6,4,9.079946,10.59918,18,7.825245291,33,8.143517406,18,7.825245291,0,0,2.772588722,6.844815479,1249,0,C,obst,frication,voiceless,10.4256388,10.93214222,29
6.366229869,6.081305251,maid,3.33,young,N,5.429345629,0.970357953,2.63905733,2.15244,0.83474,1.098612289,1.791759469,4,4,8.418655,12.55302,9,7.765144903,25,7.590852124,7,5.978885765,1.098612289,7.582229194,2.944438979,7.368970402,309,0,C,cont,short,voiced,11.38839346,11.65545748,29
6.36744935,6.153158136,still,5.77,young,N,9.698552221,0.249131958,2.564949357,0.10419,0.03215,2.63905733,1.945910149,5,5,9.413233,13.30069,28,8.192847135,31,8.194229305,28,8.192847135,0,0,1.386294361,1.791759469,21,24,C,obst,frication,voiceless,12.42202641,13.1273947,28
6.266384276,6.13491533,tooth,4.67,young,N,5.455321115,-0.129677823,3.044522438,0.97564,0.60513,1.791759469,3.135494216,5,1,9.667029,13.45478,4,4.248495242,6,5.463831805,3,3.33220451,0.693147181,3.761200116,1.386294361,5.342334252,1573,0,C,obst,burst,voiceless,13.21706064,13.2906908,28
6.422207462,6.122273487,duke,3.63,young,N,6.529418838,1.584923347,1.945910149,0.84753,0.32405,1.098612289,0.693147181,4,5,7.204287,11.00965,3,2.63905733,6,2.63905733,3,2.63905733,0,0,1.386294361,0,727,0,C,obst,burst,voiced,9.722025626,10.68141237,28
6.342121419,6.130574103,coat,5.3,young,N,6.842683282,-0.580287969,3.135494216,1.84158,1.00905,1.945910149,3.496507561,4,6,8.40874,12.86473,12,5.220355825,23,6.37331979,12,5.220355825,0,0,2.48490665,5.996452089,1099,114,C,obst,burst,voiceless,9.655474811,10.1015184,30
6.377135028,6.148040854,fell,5.17,young,N,7.6118424,0.743659896,1.386294361,0,0.46292,2.079441542,0,4,10,8.495012,11.81574,18,7.369600721,20,7.371489295,18,7.369600721,0,0,1.098612289,1.386294361,71,158,C,obst,frication,voiceless,9.173676388,10.62558656,29
6.415440599,6.162472344,stag,2.93,young,N,4.17438727,0.814011883,1.098612289,0.08079,0.93719,1.609437912,1.386294361,4,6,8.571076,13.30069,20,4.744932128,20,4.744932128,20,4.744932128,0,0,0,0,99,0,C,obst,frication,voiceless,12.42202641,13.1273947,28
6.555484906,6.182291497,frieze,1.87,young,N,3.526360525,0.635988767,0.693147181,0,0.49418,1.098612289,0,6,1,8.491941,11.69309,1,2.63905733,30,7.622663951,1,2.63905733,0,0,3.401197382,7.616283562,37,0,C,obst,frication,voiceless,12.68663595,12.77547468,11
6.433052627,6.149536102,snob,4.3,young,N,3.737669618,0.377294231,1.945910149,1.68566,0.55098,0.693147181,0,4,6,7.912157,9.89868,16,5.765191103,18,5.765191103,16,5.765191103,0,0,1.098612289,0,47,0,C,obst,frication,voiceless,8.543835122,9.120962561,27
6.429057969,6.116333529,knob,4.3,young,N,4.189654742,-0.728865263,1.609437912,1.28922,0.99499,1.609437912,0.693147181,4,3,7.649829,10.87338,16,5.765191103,18,5.765191103,16,5.765191103,0,0,1.098612289,0,120,0,C,cont,short,voiced,11.51587112,11.70028431,29
6.522092798,6.161629174,surge,3.53,young,N,4.934473933,2.267245727,1.386294361,0,1.55311,2.079441542,1.098612289,5,3,8.798368,11.91646,5,3.526360525,10,4.007333185,5,3.526360525,0,0,1.791759469,3.091042453,134,103,C,obst,frication,voiceless,10.60703051,11.2441044,27
6.399742363,6.165417854,porch,4.33,young,N,5.420534999,1.0485587,1.098612289,0.03814,0.40791,0.693147181,1.386294361,5,3,8.915743,12.07807,3,3.828641396,3,3.828641396,3,3.828641396,0,0,0,0,245,0,C,obst,burst,voiceless,10.04815051,11.00364864,29
6.369558458,6.07924646,mail,6.37,young,N,6.115892125,0.558292161,2.708050201,1.34683,0.79285,2.079441542,3.135494216,4,15,8.452897,12.55302,19,5.455321115,40,6.188264123,19,5.455321115,0,0,3.091042453,5.537334267,460,65,C,cont,short,voiced,11.38839346,11.65545748,30
6.369644101,6.137943013,friend,6.1,young,N,8.035278911,0.498595024,2.564949357,1.10823,0.99921,1.609437912,1.609437912,6,0,9.682096,11.69309,2,4.919980926,15,6.726233402,1,4.8978398,0.693147181,1.386294361,2.708050201,6.552507887,6386,0,C,obst,frication,voiceless,12.68663595,12.77547468,27
6.370020839,6.094021135,dusk,3.27,young,N,5.59471138,2.234335992,1.386294361,0.64026,0,1.098612289,0,4,9,7.839807,11.00965,5,2.995732274,6,2.995732274,5,2.995732274,0,0,0.693147181,0,268,0,C,obst,burst,voiced,9.647497927,10.67449814,29
6.592181148,6.227919112,stilt,2.37,young,N,0,-1.280933845,0.693147181,0,0.04938,1.609437912,2.079441542,5,2,9.14226,13.30069,11,2.890371758,13,5.036952602,11,2.890371758,0,0,1.098612289,4.919980926,18,0,C,obst,frication,voiceless,12.42202641,13.1273947,19
6.575229246,6.191544159,lymph,2.84,young,N,2.63905733,1.358123484,1.098612289,0.37123,0,0.693147181,1.609437912,5,1,8.087296,12.62851,2,1.386294361,2,1.386294361,2,1.386294361,0,0,0,0,13,0,C,cont,short,voiced,12.64311717,13.57854822,27
6.448430428,6.153370789,stem,3.4,young,N,5.424950017,2.06457463,1.098612289,0,1.70175,2.079441542,2.302585093,4,2,8.801986,13.30069,4,7.510430556,6,7.555381944,4,7.510430556,0,0,1.098612289,4.442651256,309,239,C,obst,frication,voiceless,12.42202641,13.1273947,28
6.308662945,6.096049762,duck,4.03,young,N,5.164785974,-1.38914743,2.302585093,0.62393,1.68896,2.079441542,3.33220451,4,14,7.859156,11.00965,14,5.493061443,14,5.493061443,14,5.493061443,0,0,0,0,248,123,C,obst,burst,voiced,9.647497927,10.67449814,29
6.297495986,6.091988385,home,6.53,young,N,9.086136769,-0.103184236,3.526360525,0.63196,0.42633,2.63905733,3.663561646,4,9,8.715905,12.69734,7,7.943427768,11,6.428105273,5,6.345636361,1.098612289,7.717796211,1.945910149,3.912023005,6096,12,C,obst,frication,voiceless,10.64000548,10.71685923,29
6.677083461,6.076265149,chaise,1.87,young,N,2.48490665,-0.182321557,1.098612289,0.37123,0.61938,1.098612289,1.098612289,6,0,9.812887,12.67433,4,4.262679877,32,6.678342115,4,4.262679877,0,0,3.36729583,6.586171655,13,0,C,obst,frication,voiceless,8.838986793,9.02569612,14
6.48298502,6.097849538,dome,3.67,young,N,5.247024072,2.174330757,1.386294361,0.59671,0.72023,1.098612289,1.791759469,4,13,8.494749,12.02268,7,7.943427768,11,6.428105273,5,6.345636361,1.098612289,7.717796211,1.945910149,3.912023005,236,0,C,obst,burst,voiced,10.12930752,10.40976284,26
6.354995932,6.17461909,class,6.3,young,N,8.24117615,1.025348109,3.555348061,1.33195,0.84227,2.302585093,5.081404365,5,4,8.968618,11.29955,10,6.403574198,12,6.553933404,10,6.403574198,0,0,1.098612289,4.59511985,4913,63,C,obst,burst,voiceless,11.03059011,11.39345476,28
6.481806812,6.12402672,rye,3.33,young,N,4.564348191,1.203972804,1.098612289,0.08354,0,1.386294361,2.63905733,3,5,7.207396,11.91295,5,1.945910149,42,9.516132464,4,1.098612289,0,0,3.63758616,9.515690442,95,0,C,cont,short,voiced,10.8313906,11.12037165,26
6.372807713,6.099197247,rib,3.47,young,N,3.80666249,-1.211940974,1.791759469,0.38592,0.80323,1.945910149,1.791759469,3,11,7.266648,12.78563,8,2.302585093,9,2.397895273,7,2.197224577,0,0,0.693147181,0.693147181,212,6,C,cont,short,voiced,12.11539273,12.93661676,27
6.473952423,6.163104256,star,5.23,young,N,6.859614904,0.601947316,3.295836866,0.98335,1.19177,2.302585093,4.17438727,4,5,8.842837,13.30069,14,7.195937226,15,8.571491965,13,6.768493212,0.693147181,6.142037406,1.098612289,8.391629968,1804,94,C,obst,frication,voiceless,12.42202641,13.1273947,28
6.308043795,6.091988385,dust,4.23,young,N,6.698268054,0.917524538,2.995732274,1.73222,0.65646,2.079441542,3.091042453,4,8,8.325105,11.00965,10,7.628031127,11,7.628031127,10,7.628031127,0,0,0.693147181,0,762,152,C,obst,burst,voiced,9.647497927,10.67449814,29
6.324538158,6.07924646,rug,4.27,young,N,5.347107531,1.070441412,1.945910149,0.85964,0.80405,1.098612289,2.302585093,3,15,7.094795,11.08883,17,4.762173935,17,4.762173935,16,4.644390899,0,0,0,0,277,0,C,cont,short,voiced,9.962510893,10.27560268,30
6.395662186,6.211804171,suite,5.23,young,N,5.257495372,-0.489346592,0.693147181,0,0.4234,1.609437912,1.386294361,5,1,9.09259,11.91646,1,3.33220451,28,7.127693699,1,3.33220451,0,0,3.33220451,7.105786129,209,0,C,obst,frication,voiceless,9.774574052,10.01699479,29
6.335710065,6.177944114,smack,4.13,young,N,4.110873864,-1.552086616,1.609437912,0.05909,1.73177,2.564949357,0.693147181,5,5,8.725049,10.57664,22,7.330405212,28,7.33171497,22,7.330405212,0,0,1.945910149,1.098612289,20,107,C,obst,frication,voiceless,10.06997609,10.12559056,30
6.44024454,6.14547236,disc,5,young,N,4.941642423,0.105360516,0.693147181,0,0.86018,1.609437912,2.995732274,4,1,8.326823,12.35184,1,1.945910149,7,4.59511985,1,1.945910149,0,0,1.945910149,4.532599493,194,0,C,obst,burst,voiced,12.13900827,12.82768892,27
6.339988865,6.131226489,brain,4.83,young,N,7.102499356,1.158126416,3.091042453,0.60163,0.45936,2.079441542,3.135494216,5,5,9.104286,10.9819,22,6.52649486,43,6.793466133,22,6.52649486,0,0,3.091042453,5.347107531,1340,1,C,obst,burst,voiced,11.06810603,11.39766051,29
6.594550249,6.199088287,urn,2.57,young,N,3.871201011,2.590267165,1.098612289,0.10929,0.89181,1.098612289,1.791759469,3,0,7.226039,12.6385,5,5.525452939,11,5.929589143,4,5.517452896,0,0,1.945910149,4.836281907,68,0,V,cont,long,voiced,7.140453043,7.273092596,20
6.43525253,6.092666428,shed,3.57,young,N,5.991464547,-0.016857117,1.945910149,1.08079,0.92376,1.945910149,1.098612289,4,4,9.06734,12.41582,14,6.320768294,24,8.132412675,14,6.320768294,0,0,2.397895273,7.954372273,226,274,C,obst,frication,voiceless,8.257904193,8.563504094,27
6.620579745,6.16856416,duct,3.3,young,N,3.295836866,2.014903021,1.098612289,0.1511,0.98247,1.386294361,2.63905733,4,2,7.949265,11.00965,1,0.693147181,1,0.693147181,1,0.693147181,0,0,0,0,45,0,C,obst,burst,voiced,9.647497927,10.67449814,26
6.416421777,6.119857762,rag,4.31,young,N,4.663439094,0.204451418,2.302585093,1.31754,1.11434,2.397895273,1.791759469,3,19,7.424519,12.61695,20,4.744932128,20,4.744932128,19,4.65396035,0,0,0,0,217,8,C,cont,short,voiced,9.423514392,9.974039208,27
6.709572597,6.101887228,dike,2.27,young,N,3.258096538,0.878550404,1.098612289,0,1.14095,1.098612289,0,4,12,8.073443,12.35184,9,7.299121463,11,7.299797367,9,7.299121463,0,0,1.098612289,0.693147181,48,1,C,obst,burst,voiced,9.407139948,9.816730689,23
6.472500842,6.128614385,rum,3.67,young,N,4.59511985,-0.053109825,1.386294361,0.08014,0.1527,1.386294361,1.945910149,3,11,6.985264,11.08883,15,4.59511985,23,8.817594036,14,4.564348191,0,0,2.197224577,8.802973457,86,0,C,cont,short,voiced,9.962510893,10.27560268,30
6.26435019,6.126432408,hour,6.47,young,N,7.961370202,-0.278012037,2.197224577,0.17233,0.98365,1.609437912,2.995732274,4,7,8.777982,12.69734,11,7.917900586,7,7.252053952,7,7.252053952,1.609437912,7.197435354,0,0,6748,0,V,cont,long,voiced,11.40459387,11.74294929,28
6.372432024,6.099421689,dish,5.4,young,N,5.96870756,-0.210066085,2.197224577,0.68657,1.04447,2.079441542,2.708050201,4,4,8.535676,12.35184,5,5.087596335,5,5.087596335,5,5.087596335,0,0,0,0,504,30,C,obst,burst,voiced,12.13900827,12.82768892,29
6.512057317,6.119197914,shag,2.63,young,N,2.833213344,-2.111282148,1.791759469,0.73917,0.71665,1.945910149,0.693147181,4,7,8.589201,12.41582,20,4.744932128,20,4.744932128,20,4.744932128,0,0,0,0,12,7,C,obst,frication,voiceless,8.871084264,8.962391702,24
6.394142441,6.099197247,knot,3.93,young,N,4.96284463,0.737471806,2.197224577,0.56971,1.6468,2.397895273,3.295836866,4,4,7.938856,10.87338,23,8.638348313,28,8.93115543,22,8.638171118,0.693147181,0.693147181,1.945910149,7.56112159,251,94,C,cont,short,voiced,11.51587112,11.70028431,30
